ProteinID_x,Description,SignalP,Cwpred,TMHMM,DeepLocPro,ProteinID_clean,ProteinID_y,Pfam,SignalP_score,Cwpred_score,TMHMM_score,DeepLoc_score,Pfam_score,raw_sum,available_max,score100
WP_002438360.1 MULTISPECIES_ GNAT family N-acetyltransferase _Staphylococcus_,GNAT family N-acetyltransferase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438360.1,WP_002438360.1,PF00583,0,6,15,0,0,21,100,21
WP_002438492.1 MULTISPECIES_ acyl-CoA dehydrogenase family protein _Staphylococcus_,acyl-CoA dehydrogenase family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438492.1,WP_002438492.1,PF02770;PF08028;PF02771,0,6,15,0,0,21,100,21
WP_002438495.1 MULTISPECIES_ GNAT family N-acetyltransferase _Staphylococcus_,GNAT family N-acetyltransferase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438495.1,WP_002438495.1,PF13673;PF18467,0,6,15,0,0,21,100,21
WP_002438508.1 MULTISPECIES_ MogA_MoaB family molybdenum cofactor biosynthesis protein _Staphylococcus_,MogA_MoaB family molybdenum cofactor biosynthesis protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438508.1,WP_002438508.1,PF00994,0,6,15,0,0,21,100,21
WP_002438509.1 MULTISPECIES_ cyclic pyranopterin monophosphate synthase MoaC _Staphylococcus_,cyclic pyranopterin monophosphate synthase MoaC ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438509.1,WP_002438509.1,PF01967,0,6,15,0,0,21,100,21
WP_002438514.1 MULTISPECIES_ molybdopterin-guanine dinucleotide biosynthesis protein B _Staphylococcus_,molybdopterin-guanine dinucleotide biosynthesis protein B ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438514.1,WP_002438514.1,PF03205,0,6,15,0,0,21,100,21
WP_002438516.1 MULTISPECIES_ molybdenum cofactor biosynthesis protein MoaE _Staphylococcus_,molybdenum cofactor biosynthesis protein MoaE ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438516.1,WP_002438516.1,PF02391,0,6,15,0,0,21,100,21
"WP_002438521.1 MULTISPECIES_ GTP 3_,8-cyclase MoaA _Staphylococcus_","GTP 3_,8-cyclase MoaA ",OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438521.1,WP_002438521.1,PF06463;PF04055;PF13394,0,6,15,0,0,21,100,21
WP_002438530.1 MULTISPECIES_ lipid II_glycine glycyltransferase FemX _Staphylococcus_,lipid II_glycine glycyltransferase FemX ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438530.1,WP_002438530.1,PF02388,0,6,15,0,0,21,100,21
WP_002438669.1 MULTISPECIES_ serine O-acetyltransferase _Staphylococcus_,serine O-acetyltransferase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438669.1,WP_002438669.1,PF00132;PF00132,0,6,15,0,0,21,100,21
WP_002438689.1 MULTISPECIES_ DNA-directed RNA polymerase subunit beta_ _Staphylococcus_,DNA-directed RNA polymerase subunit beta_ ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438689.1,WP_002438689.1,PF04983;PF00623;PF04998;PF05000;PF04997,0,6,15,0,0,21,100,21
WP_002438722.1 MULTISPECIES_ YojF family protein _Staphylococcus_,YojF family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438722.1,WP_002438722.1,PF08830,0,6,15,0,0,21,100,21
WP_002438724.1 MULTISPECIES_ HAD family hydrolase _Bacteria_,HAD family hydrolase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438724.1,WP_002438724.1,PF13419,0,6,15,0,0,21,100,21
WP_002438725.1 MULTISPECIES_ long-chain fatty acid--CoA ligase _Staphylococcus_,long-chain fatty acid--CoA ligase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438725.1,WP_002438725.1,PF00501;PF00501,0,6,15,0,0,21,100,21
WP_002438748.1 MULTISPECIES_ GNAT family N-acetyltransferase _Bacteria_,GNAT family N-acetyltransferase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438748.1,WP_002438748.1,PF00583,0,6,15,0,0,21,100,21
WP_002438750.1 MULTISPECIES_ HD domain-containing protein _Bacteria_,HD domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438750.1,WP_002438750.1,PF19276;PF01966,0,6,15,0,0,21,100,21
WP_002438753.1 MULTISPECIES_ YwhD family protein _Bacteria_,YwhD family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438753.1,WP_002438753.1,PF08741,0,6,15,0,0,21,100,21
WP_002438754.1 MULTISPECIES_ nickel pincer cofactor biosynthesis protein LarC _Bacteria_,nickel pincer cofactor biosynthesis protein LarC ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438754.1,WP_002438754.1,PF01969,0,6,15,0,0,21,100,21
WP_002438761.1 MULTISPECIES_ alcohol dehydrogenase AdhP _Staphylococcus_,alcohol dehydrogenase AdhP ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438761.1,WP_002438761.1,PF00107;PF08240,0,6,15,0,0,21,100,21
WP_002438772.1 MULTISPECIES_ arginine--tRNA ligase _Staphylococcus_,arginine--tRNA ligase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438772.1,WP_002438772.1,PF00750;PF05746;PF03485,0,6,15,0,0,21,100,21
WP_002438782.1 MULTISPECIES_ alpha_beta fold hydrolase _Staphylococcus_,alpha_beta fold hydrolase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438782.1,WP_002438782.1,PF00561,0,6,15,0,0,21,100,21
WP_002438862.1 MULTISPECIES_ malate dehydrogenase _Staphylococcus_,malate dehydrogenase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438862.1,WP_002438862.1,PF00056;PF02866,0,6,15,0,0,21,100,21
WP_002438877.1 MULTISPECIES_ DeoR_GlpR family DNA-binding transcription regulator _Bacillales_,DeoR_GlpR family DNA-binding transcription regulator ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438877.1,WP_002438877.1,PF00455;PF08220,0,6,15,0,0,21,100,21
WP_002438878.1 MULTISPECIES_ 1-phosphofructokinase _Bacillales_,1-phosphofructokinase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438878.1,WP_002438878.1,PF00294,0,6,15,0,0,21,100,21
WP_002438915.1 MULTISPECIES_ DNA-binding protein WhiA _Staphylococcus_,DNA-binding protein WhiA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438915.1,WP_002438915.1,PF10298;PF14527;PF02650,0,6,15,0,0,21,100,21
WP_002438918.1 MULTISPECIES_ sugar-binding transcriptional regulator _Staphylococcus_,sugar-binding transcriptional regulator ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438918.1,WP_002438918.1,PF04198,0,6,15,0,0,21,100,21
WP_002438979.1 MULTISPECIES_ glycine cleavage system protein GcvH _Bacillales_,glycine cleavage system protein GcvH ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002438979.1,WP_002438979.1,PF01597,0,6,15,0,0,21,100,21
WP_002439025.1 MULTISPECIES_ DUF3055 domain-containing protein _Staphylococcus_,DUF3055 domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439025.1,WP_002439025.1,PF11256,0,6,15,0,0,21,100,21
WP_002439060.1 MULTISPECIES_ NADH-dependent flavin oxidoreductase _Staphylococcus_,NADH-dependent flavin oxidoreductase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439060.1,WP_002439060.1,PF00724,0,6,15,0,0,21,100,21
WP_002439062.1 MULTISPECIES_ ornithine--oxo-acid transaminase _Staphylococcus_,ornithine--oxo-acid transaminase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439062.1,WP_002439062.1,PF00202,0,6,15,0,0,21,100,21
WP_002439068.1 MULTISPECIES_ argininosuccinate lyase _Staphylococcus_,argininosuccinate lyase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439068.1,WP_002439068.1,PF14698;PF00206,0,6,15,0,0,21,100,21
WP_002439147.1 MULTISPECIES_ YueH family protein _Staphylococcus_,YueH family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439147.1,WP_002439147.1,PF14166,0,6,15,0,0,21,100,21
WP_002439285.1 MULTISPECIES_ isochorismate synthase _Staphylococcus_,isochorismate synthase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439285.1,WP_002439285.1,PF00425,0,6,15,0,0,21,100,21
WP_002439334.1 MULTISPECIES_ helix-turn-helix domain-containing protein _Staphylococcus_,helix-turn-helix domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439334.1,WP_002439334.1,PF07883;PF01381,0,6,15,0,0,21,100,21
WP_002439362.1 MULTISPECIES_ DUF2129 domain-containing protein _Staphylococcus_,DUF2129 domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439362.1,WP_002439362.1,PF09902,0,6,15,0,0,21,100,21
WP_002439440.1 MULTISPECIES_ carbamoyl-phosphate synthase large subunit _Staphylococcus_,carbamoyl-phosphate synthase large subunit ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439440.1,WP_002439440.1,PF02787;PF02786;PF02786;PF02142,0,6,15,0,0,21,100,21
WP_002439460.1 MULTISPECIES_ Stp1_IreP family PP2C-type Ser_Thr phosphatase _Staphylococcus_,Stp1_IreP family PP2C-type Ser_Thr phosphatase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439460.1,WP_002439460.1,PF13672,0,6,15,0,0,21,100,21
WP_002439483.1 MULTISPECIES_ 30S ribosomal protein S16 _Staphylococcus_,30S ribosomal protein S16 ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439483.1,WP_002439483.1,PF00886,0,6,15,0,0,21,100,21
WP_002439503.1 MULTISPECIES_ tyrosine recombinase XerC _Staphylococcus_,tyrosine recombinase XerC ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439503.1,WP_002439503.1,PF02899;PF00589,0,6,15,0,0,21,100,21
WP_002439506.1 MULTISPECIES_ GTP-sensing pleiotropic transcriptional regulator CodY _Staphylococcus_,GTP-sensing pleiotropic transcriptional regulator CodY ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439506.1,WP_002439506.1,PF06018;PF08222,0,6,15,0,0,21,100,21
WP_002439511.1 MULTISPECIES_ UMP kinase _Staphylococcus_,UMP kinase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439511.1,WP_002439511.1,PF00696,0,6,15,0,0,21,100,21
WP_002439519.1 MULTISPECIES_ ribosome maturation factor RimP _Staphylococcus_,ribosome maturation factor RimP ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439519.1,WP_002439519.1,PF17384;PF02576,0,6,15,0,0,21,100,21
WP_002439520.1 MULTISPECIES_ YlxQ family RNA-binding protein _Staphylococcus_,YlxQ family RNA-binding protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439520.1,WP_002439520.1,PF01248,0,6,15,0,0,21,100,21
WP_002439528.1 MULTISPECIES_ 30S ribosomal protein S15 _Staphylococcus_,30S ribosomal protein S15 ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439528.1,WP_002439528.1,PF00312,0,6,15,0,0,21,100,21
WP_002439536.1 MULTISPECIES_ GntR family transcriptional regulator _Staphylococcus_,GntR family transcriptional regulator ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439536.1,WP_002439536.1,PF00392;PF07702,0,6,15,0,0,21,100,21
WP_002439552.1 MULTISPECIES_ recombinase RecA _Staphylococcus_,recombinase RecA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439552.1,WP_002439552.1,PF00154,0,6,15,0,0,21,100,21
WP_002439583.1 MULTISPECIES_ tRNA _adenosine_37_-N6_-dimethylallyltransferase MiaA _Staphylococcus_,tRNA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439583.1,WP_002439583.1,PF01715,0,6,15,0,0,21,100,21
WP_002439610.1 MULTISPECIES_ response regulator transcription factor _Staphylococcus_,response regulator transcription factor ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439610.1,WP_002439610.1,PF00196;PF00072,0,6,15,0,0,21,100,21
WP_002439655.1 MULTISPECIES_ DNA topoisomerase IV subunit A _Staphylococcus_,DNA topoisomerase IV subunit A ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439655.1,WP_002439655.1,PF00521;PF03989;PF03989;PF03989;PF03989;PF03989,0,6,15,0,0,21,100,21
WP_002439748.1 MULTISPECIES_ peptide-methionine _R_-S-oxide reductase MsrB _Staphylococcus_,peptide-methionine ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002439748.1,WP_002439748.1,PF01641,0,6,15,0,0,21,100,21
WP_002440040.1 MULTISPECIES_ shikimate kinase _Staphylococcus_,shikimate kinase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002440040.1,WP_002440040.1,PF01202,0,6,15,0,0,21,100,21
WP_002440071.1 MULTISPECIES_ RNA polymerase sigma factor RpoD _Staphylococcus_,RNA polymerase sigma factor RpoD ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002440071.1,WP_002440071.1,PF00140;PF04545;PF04539;PF03979;PF04542,0,6,15,0,0,21,100,21
WP_002440177.1 MULTISPECIES_ threonine--tRNA ligase _Staphylococcus_,threonine--tRNA ligase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002440177.1,WP_002440177.1,PF03129;PF02824;PF00587;PF07973,0,6,15,0,0,21,100,21
WP_002440179.1 MULTISPECIES_ type I glyceraldehyde-3-phosphate dehydrogenase _Staphylococcus_,type I glyceraldehyde-3-phosphate dehydrogenase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002440179.1,WP_002440179.1,PF02800;PF00044,0,6,15,0,0,21,100,21
WP_002440192.1 MULTISPECIES_ 6-phosphofructokinase _Staphylococcus_,6-phosphofructokinase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002440192.1,WP_002440192.1,PF00365,0,6,15,0,0,21,100,21
"WP_002440197.1 MULTISPECIES_ acetyl-CoA carboxylase, carboxyltransferase subunit beta _Staphylococcus_","acetyl-CoA carboxylase, carboxyltransferase subunit beta ",OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002440197.1,WP_002440197.1,PF01039;PF17848,0,6,15,0,0,21,100,21
WP_002440198.1 MULTISPECIES_ NAD_P_-dependent malic enzyme _Staphylococcus_,NAD_P_-dependent malic enzyme ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002440198.1,WP_002440198.1,PF03949;PF00390,0,6,15,0,0,21,100,21
WP_002440219.1 MULTISPECIES_ formate--tetrahydrofolate ligase _Staphylococcus_,formate--tetrahydrofolate ligase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002440219.1,WP_002440219.1,PF01268,0,6,15,0,0,21,100,21
WP_002440552.1 MULTISPECIES_ M20 family metallopeptidase _Staphylococcus_,M20 family metallopeptidase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002440552.1,WP_002440552.1,PF01546;PF07687,0,6,15,0,0,21,100,21
WP_002440566.1 MULTISPECIES_ peptide chain release factor N_5_-glutamine methyltransferase _Staphylococcus_,peptide chain release factor N_5_-glutamine methyltransferase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002440566.1,WP_002440566.1,PF05175;PF17827,0,6,15,0,0,21,100,21
WP_002446283.1 MULTISPECIES_ succinate--CoA ligase subunit alpha _Staphylococcus_,succinate--CoA ligase subunit alpha ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002446283.1,WP_002446283.1,PF00549;PF02629,0,6,15,0,0,21,100,21
WP_002447401.1 MULTISPECIES_ recombinase family protein _Bacillota_,recombinase family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002447401.1,WP_002447401.1,PF00239;PF02796,0,6,15,0,0,21,100,21
WP_002447628.1 MULTISPECIES_ MBL fold metallo-hydrolase _Staphylococcus_,MBL fold metallo-hydrolase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002447628.1,WP_002447628.1,PF00753,0,6,15,0,0,21,100,21
WP_002447782.1 MULTISPECIES_ F0F1 ATP synthase subunit epsilon _Staphylococcus_,F0F1 ATP synthase subunit epsilon ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002447782.1,WP_002447782.1,PF00401;PF02823,0,6,15,0,0,21,100,21
WP_002447894.1 MULTISPECIES_ tRNA lysidine_34_ synthetase TilS _Staphylococcus_,tRNA lysidine_34_ synthetase TilS ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002447894.1,WP_002447894.1,PF11734;PF01171,0,6,15,0,0,21,100,21
WP_002455871.1 MULTISPECIES_ tRNA _adenosine_37_-N6_-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE _Bacillati_,tRNA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002455871.1,WP_002455871.1,PF02367,0,6,15,0,0,21,100,21
WP_002455899.1 MULTISPECIES_ NADPH-dependent oxidoreductase _Staphylococcus_,NADPH-dependent oxidoreductase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002455899.1,WP_002455899.1,PF00881,0,6,15,0,0,21,100,21
WP_002455927.1 MULTISPECIES_ chromosomal replication initiator protein DnaA _Staphylococcus_,chromosomal replication initiator protein DnaA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002455927.1,WP_002455927.1,PF00308;PF08299;PF11638,0,6,15,0,0,21,100,21
WP_002455928.1 MULTISPECIES_ serine--tRNA ligase _Staphylococcus_,serine--tRNA ligase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002455928.1,WP_002455928.1,PF02403;PF00587,0,6,15,0,0,21,100,21
WP_002455935.1 MULTISPECIES_ response regulator transcription factor _Staphylococcus_,response regulator transcription factor ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002455935.1,WP_002455935.1,PF00072;PF00486,0,6,15,0,0,21,100,21
WP_002455950.1 MULTISPECIES_ arsenite efflux transporter metallochaperone ArsD _Staphylococcus_,arsenite efflux transporter metallochaperone ArsD ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002455950.1,WP_002455950.1,PF06953,0,6,15,0,0,21,100,21
WP_002455962.1 MULTISPECIES_ response regulator transcription factor _Staphylococcus_,response regulator transcription factor ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002455962.1,WP_002455962.1,PF00072;PF12833,0,6,15,0,0,21,100,21
WP_002456006.1 MULTISPECIES_ endonuclease III domain-containing protein _Staphylococcus_,endonuclease III domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456006.1,WP_002456006.1,PF00730,0,6,15,0,0,21,100,21
WP_002456009.1 MULTISPECIES_ nickel-dependent lactate racemase _Staphylococcus_,nickel-dependent lactate racemase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456009.1,WP_002456009.1,PF09861,0,6,15,0,0,21,100,21
WP_002456044.1 MULTISPECIES_ M42 family metallopeptidase _Staphylococcus_,M42 family metallopeptidase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456044.1,WP_002456044.1,PF05343,0,6,15,0,0,21,100,21
WP_002456058.1 MULTISPECIES_ nitrate reductase molybdenum cofactor assembly chaperone _Staphylococcus_,nitrate reductase molybdenum cofactor assembly chaperone ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456058.1,WP_002456058.1,PF02613,0,6,15,0,0,21,100,21
WP_002456088.1 MULTISPECIES_ gephyrin-like molybdotransferase Glp _Staphylococcus_,gephyrin-like molybdotransferase Glp ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456088.1,WP_002456088.1,PF03453;PF00994;PF03454,0,6,15,0,0,21,100,21
WP_002456102.1 MULTISPECIES_ CYTH domain-containing protein _Staphylococcus_,CYTH domain-containing protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456102.1,WP_002456102.1,PF01928,0,6,15,0,0,21,100,21
WP_002456103.1 MULTISPECIES_ truncated hemoglobin YjbI _Staphylococcus_,truncated hemoglobin YjbI ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456103.1,WP_002456103.1,PF01152,0,6,15,0,0,21,100,21
WP_002456181.1 MULTISPECIES_ aminomethyl-transferring glycine dehydrogenase subunit GcvPA _Staphylococcus_,aminomethyl-transferring glycine dehydrogenase subunit GcvPA ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456181.1,WP_002456181.1,PF02347,0,6,15,0,0,21,100,21
WP_002456185.1 MULTISPECIES_ transcriptional regulator AhrC_ArgR _Staphylococcus_,transcriptional regulator AhrC_ArgR ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456185.1,WP_002456185.1,PF02863;PF01316,0,6,15,0,0,21,100,21
WP_002456200.1 MULTISPECIES_ tryptophan synthase subunit alpha _Staphylococcus_,tryptophan synthase subunit alpha ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456200.1,WP_002456200.1,PF00290,0,6,15,0,0,21,100,21
WP_002456208.1 MULTISPECIES_ exonuclease subunit SbcC _Staphylococcus_,exonuclease subunit SbcC ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456208.1,WP_002456208.1,PF13558;PF13476,0,6,15,0,0,21,100,21
WP_002456218.1 MULTISPECIES_ GTPase HflX _Staphylococcus_,GTPase HflX ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456218.1,WP_002456218.1,PF16360;PF13167;PF01926,0,6,15,0,0,21,100,21
WP_002456351.1 MULTISPECIES_ 3_-5_ exoribonuclease YhaM _Staphylococcus_,3_-5_ exoribonuclease YhaM ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456351.1,WP_002456351.1,PF01336;PF01966,0,6,15,0,0,21,100,21
WP_002456355.1 MULTISPECIES_ uroporphyrinogen decarboxylase _Staphylococcus_,uroporphyrinogen decarboxylase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456355.1,WP_002456355.1,PF01208,0,6,15,0,0,21,100,21
WP_002456422.1 MULTISPECIES_ site-specific integrase _Staphylococcus_,site-specific integrase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456422.1,WP_002456422.1,PF00589,0,6,15,0,0,21,100,21
WP_002456429.1 MULTISPECIES_ o-succinylbenzoate--CoA ligase _Staphylococcus_,o-succinylbenzoate--CoA ligase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456429.1,WP_002456429.1,PF00501;PF13193,0,6,15,0,0,21,100,21
WP_002456430.1 MULTISPECIES_ RNA deprotection pyrophosphohydrolase _Staphylococcus_,RNA deprotection pyrophosphohydrolase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456430.1,WP_002456430.1,PF00293,0,6,15,0,0,21,100,21
WP_002456431.1 MULTISPECIES_ alpha_beta hydrolase family protein _Staphylococcus_,alpha_beta hydrolase family protein ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456431.1,WP_002456431.1,PF01370;PF20434,0,6,15,0,0,21,100,21
"WP_002456445.1 MULTISPECIES_ 3,4-dihydroxy-2-butanone-4-phosphate synthase _Staphylococcus_","3,4-dihydroxy-2-butanone-4-phosphate synthase ",OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456445.1,WP_002456445.1,PF00926;PF00925,0,6,15,0,0,21,100,21
"WP_002456446.1 MULTISPECIES_ 6,7-dimethyl-8-ribityllumazine synthase _Staphylococcus_","6,7-dimethyl-8-ribityllumazine synthase ",OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456446.1,WP_002456446.1,PF00885,0,6,15,0,0,21,100,21
WP_002456454.1 MULTISPECIES_ M42 family metallopeptidase _Staphylococcus_,M42 family metallopeptidase ,OTHER,Globular protein,PredHel=0,Cytoplasmic,WP_002456454.1,WP_002456454.1,PF05343,0,6,15,0,0,21,100,21
