ProteinID,SignalP,Cwpred,TMHMM,DeepLocPro
WP_001832305.1 MULTISPECIES_ CDP-glycerol--poly_glycerophosphate_ glycerophosphotransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001832306.1 MULTISPECIES_ 50S ribosomal protein L10 _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001832307.1 MULTISPECIES_ NAD-dependent epimerase_dehydratase family protein _Bacillota_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832309.1 MULTISPECIES_ alcohol dehydrogenase catalytic domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832310.1 MULTISPECIES_ glutamate--tRNA ligase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832311.1 MULTISPECIES_ IspD_TarI family cytidylyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832313.1 MULTISPECIES_ PIN_TRAM domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=4,Cytoplasmic Membrane
WP_001832314.1 MULTISPECIES_ 50S ribosomal protein L1 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001832317.1 MULTISPECIES_ NYN domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832318.1 MULTISPECIES_ HAD family hydrolase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832320.1 MULTISPECIES_ poly-gamma-glutamate biosynthesis protein PgsC _Staphylococcus_,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane
WP_001832324.1 MULTISPECIES_ gamma-glutamyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001832326.1 MULTISPECIES_ PTS sugar transporter subunit IIC _Staphylococcus_,OTHER,Transmembrane protein,PredHel=9,Cytoplasmic Membrane
WP_001832328.1 MULTISPECIES_ aminotransferase class I_II-fold pyridoxal phosphate-dependent enzyme _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832330.1 MULTISPECIES_ FeoB-associated Cys-rich membrane protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001832332.1 MULTISPECIES_ FeoA family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832336.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832339.1 MULTISPECIES_ glucose-specific PTS transporter subunit IIBC _Staphylococcus_,OTHER,Globular protein,PredHel=10,Cytoplasmic Membrane
WP_001832342.1 MULTISPECIES_ pyruvate oxidase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832343.1 MULTISPECIES_ CPBP family intramembrane glutamic endopeptidase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=7,Cytoplasmic Membrane
WP_001832344.1 MULTISPECIES_ copper chaperone CopZ _Bacillales_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832353.1 MULTISPECIES_ CidA_LrgA family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane
WP_001832356.1 MULTISPECIES_ ferrous iron transport protein B _Staphylococcus_,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane
WP_001832358.1 MULTISPECIES_ D-lactate dehydrogenase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832362.1 MULTISPECIES_ YitT family protein _Staphylococcus_,OTHER,Globular protein,PredHel=5,Cytoplasmic Membrane
WP_001832364.1 MULTISPECIES_ sterile alpha motif-like domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832365.1 MULTISPECIES_ heavy metal translocating P-type ATPase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=7,Cytoplasmic Membrane
WP_001832366.1 MULTISPECIES_ cidABC operon transcriptional activator CidR _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832367.1 MULTISPECIES_ LrgB family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane
WP_001832382.1 MULTISPECIES_ urease accessory protein UreE _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832383.1 MULTISPECIES_ urease subunit beta _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832399.1 MULTISPECIES_ urease subunit alpha _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832402.1 MULTISPECIES_ urease subunit gamma _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832403.1 MULTISPECIES_ molybdenum cofactor guanylyltransferase MobA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832405.1 MULTISPECIES_ urea transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane
WP_001832410.1 MULTISPECIES_ urease accessory protein UreG _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832412.1 MULTISPECIES_ SarA family transcriptional regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832414.1 MULTISPECIES_ SarA family transcriptional regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832423.1 MULTISPECIES_ biotin transporter BioY _Staphylococcus_,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane
WP_001832425.1 MULTISPECIES_ PH domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832450.1 MULTISPECIES_ methionine ABC transporter ATP-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001832455.1 MULTISPECIES_ glutamate synthase large subunit _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832458.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane
WP_001832460.1 MULTISPECIES_ glycosyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832461.1 MULTISPECIES_ GlsB_YeaQ_YmgE family stress response membrane protein _Bacillales_,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane
WP_001832467.1 MULTISPECIES_ aminopeptidase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832476.1 MULTISPECIES_ ammonia-dependent NAD___ synthetase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832478.1 MULTISPECIES_ MutS-related protein _Staphylococcus_,OTHER,Globular protein,PredHel=4,Cytoplasmic Membrane
WP_001832481.1 MULTISPECIES_ SE1626 family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_001832482.1 MULTISPECIES_ type 1 glutamine amidotransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832485.1 MULTISPECIES_ tRNA _adenosine_37_-N6_-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB _Bacillati_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832499.1 MULTISPECIES_ argininosuccinate synthase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001832516.1 MULTISPECIES_ Na__H_ antiporter subunit A _Staphylococcus_,OTHER,Transmembrane protein,PredHel=21,Cytoplasmic Membrane
WP_001832522.1 MULTISPECIES_ ribonuclease P protein component _Bacillales_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832525.1 MULTISPECIES_ DHH family phosphoesterase _Staphylococcus_,OTHER,Globular protein,PredHel=2,Cytoplasmic Membrane
WP_001832526.1 MULTISPECIES_ mechanosensitive ion channel family protein _Staphylococcus_,OTHER,Globular protein,PredHel=3,Cytoplasmic Membrane
WP_001832528.1 MULTISPECIES_ IS200_IS605-like element ISSep3 family transposase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832531.1 MULTISPECIES_ APC family permease _Bacteria_,OTHER,Globular protein,PredHel=12,Cytoplasmic Membrane
WP_001832548.1 MULTISPECIES_ TIGR00282 family metallophosphoesterase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832553.1 MULTISPECIES_ DNA mismatch repair protein MutS _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832554.1 MULTISPECIES_ polyribonucleotide nucleotidyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832557.1 MULTISPECIES_ 30S ribosomal protein S2 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832558.1 MULTISPECIES_ poly-gamma-glutamate hydrolase family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832559.1 MULTISPECIES_ ribosome maturation factor RimM _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832560.1 MULTISPECIES_ FADH_2_-oxidizing methylenetetrahydrofolate--tRNA-_uracil_54_-C_5__-methyltransferase TrmFO _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832561.1 MULTISPECIES_ isoprenyl transferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832563.1 MULTISPECIES_ bifunctional riboflavin kinase_FAD synthetase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832565.1 MULTISPECIES_ helix-turn-helix domain-containing protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=1,Cytoplasmic Membrane
WP_001832566.1 MULTISPECIES_ glycerol-3-phosphate dehydrogenase_oxidase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832569.1 MULTISPECIES_ EF-P 5-aminopentanol modification-associated protein YfmH _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832578.1 MULTISPECIES_ YSIRK-targeted triacylglycerol lipase _Staphylococcus_,SP,Globular protein,PredHel=1,Extracellular
WP_001832584.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane
WP_001832592.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,LIPO,Globular protein,PredHel=0,Extracellular
WP_001832593.1 MULTISPECIES_ CsbA family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_001832596.1 MULTISPECIES_ preQ_1_ synthase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
"WP_001832599.1 MULTISPECIES_ 5_ nucleotidase, NT5C type _Staphylococcus_",OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832602.1 MULTISPECIES_ DUF4260 domain-containing protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_001832606.1 MULTISPECIES_ acyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001832607.1 MULTISPECIES_ peptide MFS transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=13,Cytoplasmic Membrane
WP_001832616.1 MULTISPECIES_ TrkH family potassium uptake protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane
WP_001832636.1 MULTISPECIES_ Na__H_ antiporter NhaC _Staphylococcus_,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane
WP_001832638.1 MULTISPECIES_ N-acetylglucosaminidase _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001832639.1 MULTISPECIES_ 2-hydroxyacid dehydrogenase family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832645.1 MULTISPECIES_ GMP reductase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832647.1 MULTISPECIES_ AI-2E family transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane
WP_001832657.1 MULTISPECIES_ esterase family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001832661.1 MULTISPECIES_ monovalent cation_proton antiporter family protein _Staphylococcus_,OTHER,Globular protein,PredHel=12,Cytoplasmic Membrane
WP_001832668.1 MULTISPECIES_ uroporphyrinogen-III synthase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832670.1 MULTISPECIES_ DUF1444 domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832672.1 YSIRK signal domain_LPXTG anchor domain surface protein _Staphylococcus epidermidis_,SP,Cell-wall binding protein,PredHel=1,Cellwall_Surface
WP_001832675.1 MULTISPECIES_ YtxH domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001832683.1 MULTISPECIES_ RelA_SpoT family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832688.1 MULTISPECIES_ proline dehydrogenase family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=1,Cytoplasmic Membrane
WP_001832690.1 MULTISPECIES_ A24 family peptidase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane
WP_001832695.1 MULTISPECIES_ tetratricopeptide repeat protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832698.1 MULTISPECIES_ adenine phosphoribosyltransferase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001832700.1 MULTISPECIES_ IS200_IS605-like element ISSep3 family transposase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832701.1 MULTISPECIES_ thiol peroxidase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832708.1 MULTISPECIES_ DUF4930 family protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001832714.1 MULTISPECIES_ cytochrome c biogenesis protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane
WP_001832720.1 MULTISPECIES_ glycerophosphodiester phosphodiesterase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832728.1 MULTISPECIES_ ABC transporter substrate-binding protein _Staphylococcus_,LIPO,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001832731.1 MULTISPECIES_ 6-phospho-beta-galactosidase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832732.1 MULTISPECIES_ FecCD family ABC transporter permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=9,Cytoplasmic Membrane
WP_001832736.1 MULTISPECIES_ bifunctional hydroxymethylpyrimidine kinase_phosphomethylpyrimidine kinase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832739.1 MULTISPECIES_ Tex family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832742.1 MULTISPECIES_ aldehyde dehydrogenase family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832757.1 MULTISPECIES_ rhomboid family protein _Staphylococcus_,OTHER,Globular protein,PredHel=7,Cytoplasmic Membrane
WP_001832759.1 MULTISPECIES_ dihydrolipoyllysine-residue succinyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832762.1 MULTISPECIES_ DEAD_DEAH box helicase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832766.1 MULTISPECIES_ acetyl-CoA carboxylase biotin carboxyl carrier protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832767.1 MULTISPECIES_ phosphoribosylanthranilate isomerase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832769.1 MULTISPECIES_ nucleotide pyrophosphohydrolase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832777.1 MULTISPECIES_ ABC transporter ATP-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001832780.1 MULTISPECIES_ biotin-dependent carboxyltransferase family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832781.1 MULTISPECIES_ MATE family efflux transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=12,Cytoplasmic Membrane
WP_001832784.1 MULTISPECIES_ ribosome biogenesis GTPase YqeH _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001832789.1 MULTISPECIES_ amidohydrolase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832877.1 MULTISPECIES_ magnesium_cobalt transporter CorA _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_001832886.1 MULTISPECIES_ YdcF family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane
WP_001832893.1 MULTISPECIES_ membrane protein insertase YidC _Staphylococcus_,LIPO,Globular protein,PredHel=5,Cytoplasmic Membrane
WP_001832894.1 MULTISPECIES_ HAMP domain-containing sensor histidine kinase _Staphylococcus_,OTHER,Globular protein,PredHel=2,Cytoplasmic Membrane
WP_001832914.1 MULTISPECIES_ MarR family winged helix-turn-helix transcriptional regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832918.1 MULTISPECIES_ DHA2 family efflux MFS transporter permease subunit _Staphylococcus_,OTHER,Transmembrane protein,PredHel=15,Cytoplasmic Membrane
WP_001832932.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001832974.1 MULTISPECIES_ RBBP9_YdeN family alpha_beta hydrolase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001832991.1 MULTISPECIES_ teichoic acid glycerol-phosphate primase TarB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001833002.1 MULTISPECIES_ glycerol-3-phosphate cytidylyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001833013.1 MULTISPECIES_ ABC transporter ATP-binding protein VraF _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001833032.1 MULTISPECIES_ Stk1 family PASTA domain-containing Ser_Thr kinase _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001833037.1 MULTISPECIES_ endonuclease MutS2 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001833056.1 MULTISPECIES_ lysine--tRNA ligase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001833064.1 MULTISPECIES_ UPF0223 family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001833065.1 MULTISPECIES_ acyltransferase family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane
WP_001833067.1 MULTISPECIES_ LCP family protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001833068.1 MULTISPECIES_ 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001833073.1 MULTISPECIES_ serine hydrolase domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001833075.1 MULTISPECIES_ cytochrome ubiquinol oxidase subunit I _Staphylococcus_,OTHER,Transmembrane protein,PredHel=9,Cytoplasmic Membrane
WP_001833079.1 MULTISPECIES_ 30S ribosomal protein S12 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001833080.1 MULTISPECIES_ DNA repair protein RadA _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001833082.1 MULTISPECIES_ Mini-ribonuclease 3 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001833083.1 MULTISPECIES_ DNA-directed RNA polymerase subunit beta _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002387625.1 MULTISPECIES_ DUF536 domain-containing protein _Bacilli_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002387626.1 MULTISPECIES_ replication initiator protein A _Bacilli_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002409346.1 MULTISPECIES_ IS6-like element IS257 family transposase _Bacilli_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002437110.1 MULTISPECIES_ YibE_F family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane
WP_002437147.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002437151.1 MULTISPECIES_ Abi family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_002437162.1 L-cystine transporter _Staphylococcus epidermidis_,OTHER,Globular protein,PredHel=9,Cytoplasmic Membrane
WP_002437166.1 MULTISPECIES_ 2-keto-4-pentenoate hydratase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002437170.1 MULTISPECIES_ alkyl hydroperoxide reductase subunit C _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002437172.1 MULTISPECIES_ alkyl hydroperoxide reductase subunit F _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_002437175.1 MULTISPECIES_ NDxxF motif lipoprotein _Staphylococcus_,LIPO,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_002437185.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane
