ProteinID,feature_annotation,GO_annotation,Description,SigP-Prediction,SigP_score,SigP_CS_Position,DLP-prediction,DLP-score,GPApred-prediction,GPApred-score,TMHMM-topology,TMHMM-TM,Phobius-TM,Phobius-prediction,length,s_seq_id,per_ident,length,qlen,slen,evalue,bitscore
WP_001832578.1,None,Unknown,YSIRK-targeted triacylglycerol lipase ,SP,0.998882,CS pos: 35-36. Pr: 0.9718,Extracellular,0.9994,None,None,i13-35o,1,0,n13-23c35/36o,728,None,None,None,None,None,None,None
WP_001832584.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.9954,None,None,i27-46o69-91i98-120o124-146i,4,4,o27-46i67-92o98-120i129-146o,148,None,None,None,None,None,None,None
WP_001832592.1,None,Unknown,hypothetical protein ,LIPO,1,CS pos: 18-19. Pr: 0.9963,Extracellular,0.5222,None,None,o,0,0,n5-16c20/21o,180,None,None,None,None,None,None,None
WP_001832596.1,None,Unknown,preQ_1_ synthase ,OTHER,0.999473,None,Cytoplasmic,0.9302,None,None,o,0,0,i,166,None,None,None,None,None,None,None
WP_001832599.1,None,Unknown,"5_ nucleotidase, NT5C type ",OTHER,1,None,Cytoplasmic,0.9944,None,None,o,0,0,i,179,None,None,None,None,None,None,None
WP_001832602.1,None,Unknown,DUF4260 domain-containing protein ,OTHER,1,None,Cytoplasmic Membrane,0.9986,None,None,o10-32i52-74o,2,2,i12-33o53-74i,114,None,None,None,None,None,None,None
WP_001832606.1,None,Unknown,acyltransferase ,OTHER,1,None,Cytoplasmic Membrane,0.7212,None,None,o,0,0,i,178,None,None,None,None,None,None,None
WP_001832607.1,None,Cytoplasmic_membrane,peptide MFS transporter ,OTHER,1,None,Cytoplasmic Membrane,0.9997,None,None,i38-55o70-89i98-120o125-147i159-181o186-208i231-253o258-280i293-310o341-363i376-398o408-430i471-490o,13,13,o38-55i67-88o100-131i160-181o187-207i231-253o259-280i292-309o341-362i374-397o403-421i442-459o471-491i,501,None,None,None,None,None,None,None
WP_001832616.1,None,Unknown,TrkH family potassium uptake protein ,OTHER,1,None,Cytoplasmic Membrane,1,None,None,i7-28o38-57i70-92o123-145i152-171o186-208i221-240o297-319i339-361o397-419i,10,11,i9-30o36-57i69-93o124-144i153-172o184-209i221-240o283-316i336-361o367-385i397-418o,435,None,None,None,None,None,None,None
WP_001832636.1,None,Unknown,Na__H_ antiporter NhaC ,OTHER,1,None,Cytoplasmic Membrane,0.9999,None,None,i7-29o33-55i68-90o110-132i139-161o193-212i233-255o312-334i354-385o435-457i,10,12,i9-31o37-55i67-89o109-130i142-163o192-212i233-255o261-278i314-334o354-386i407-425o437-459i,465,None,None,None,None,None,None,None
WP_001832638.1,None,Unknown,N-acetylglucosaminidase ,OTHER,0.947534,None,Cytoplasmic Membrane,0.6582,None,None,i12-33o,1,1,i12-28o,258,None,None,None,None,None,None,None
WP_001832639.1,None,Unknown,2-hydroxyacid dehydrogenase family protein ,OTHER,1,None,Cytoplasmic,0.9887,None,None,o,0,0,i,317,None,None,None,None,None,None,None
WP_001832645.1,None,Unknown,GMP reductase ,OTHER,1,None,Cytoplasmic,0.6628,None,None,o,0,0,i,325,None,None,None,None,None,None,None
WP_001832647.1,None,Cytoplasmic_membrane,AI-2E family transporter ,OTHER,1,None,Cytoplasmic Membrane,0.9997,None,None,i31-48o58-80i97-119o184-206i244-266o271-293i298-320o340-372i,8,8,i31-48o54-79i91-116o189-208i244-266o272-289i296-321o341-372i,405,None,None,None,None,None,None,None
WP_001832657.1,None,Unknown,esterase family protein ,OTHER,1,None,Cytoplasmic,0.8965,None,None,o,0,0,i,251,None,None,None,None,None,None,None
WP_001832661.1,None,Unknown,monovalent cation_proton antiporter family protein ,OTHER,0.999982,None,Cytoplasmic Membrane,0.9997,None,None,o4-21i23-45o55-77i98-120o130-149i162-184o190-212i233-264o279-301i306-328o338-355i368-387o,12,12,o6-23i30-49o55-79i100-124o130-150i162-184o190-212i233-265o277-295i307-327o339-358i370-387o,614,None,None,None,None,None,None,None
WP_001832668.1,None,Unknown,uroporphyrinogen-III synthase ,OTHER,1,None,Cytoplasmic,0.9082,None,None,o,0,0,i,226,None,None,None,None,None,None,None
WP_001832670.1,None,Unknown,DUF1444 domain-containing protein ,OTHER,1,None,Cytoplasmic,0.9442,None,None,o,0,0,i,284,None,None,None,None,None,None,None
WP_001832688.1,None,Unknown,proline dehydrogenase family protein ,OTHER,1,None,Cytoplasmic Membrane,0.8761,None,None,o311-328i,1,1,o310-328i,333,None,None,None,None,None,None,None
WP_001832690.1,None,Unknown,A24 family peptidase ,OTHER,0.999792,None,Cytoplasmic Membrane,0.9899,None,None,i70-87o92-114i121-143o148-170i177-199o209-231i,6,6,n2-12c17/18o41-58i70-86o92-110i122-151o163-196i208-231o,236,None,None,None,None,None,None,None
WP_001832695.1,None,Unknown,tetratricopeptide repeat protein ,OTHER,1,None,Cytoplasmic,0.9015,None,None,o,0,0,i,222,None,None,None,None,None,None,None
WP_001832700.1,None,Unknown,IS200_IS605-like element ISSep3 family transposase ,OTHER,1,None,Cytoplasmic,0.9163,None,None,o,0,0,i,160,None,None,None,None,None,None,None
WP_001832701.1,None,Unknown,thiol peroxidase ,OTHER,1,None,Cytoplasmic,0.7327,None,None,o,0,0,i,164,None,None,None,None,None,None,None
WP_001832708.1,None,Unknown,DUF4930 family protein ,OTHER,0.999979,None,Cytoplasmic Membrane,0.6745,None,None,i7-29o,1,1,i7-25o,161,None,None,None,None,None,None,None
WP_001832714.1,None,Cytoplasmic_membrane,cytochrome c biogenesis protein ,OTHER,1,None,Cytoplasmic Membrane,0.9996,None,None,o4-26i38-60o65-87i92-114o134-156i184-206o221-240i247-269o,8,8,o6-26i38-60o72-90i97-113o133-158i184-209o221-237i249-269o,270,None,None,None,None,None,None,None
WP_001832720.1,None,Unknown,glycerophosphodiester phosphodiesterase ,OTHER,1,None,Cytoplasmic,0.964,None,None,o,0,0,i,248,None,None,None,None,None,None,None
WP_001832728.1,None,Periplasm,ABC transporter substrate-binding protein ,LIPO,1,CS pos: 21-22. Pr: 0.9909,Cytoplasmic Membrane,0.9929,None,None,o,0,0,n6-17c22/23o,331,None,None,None,None,None,None,None
WP_001832732.1,None,Unknown,FecCD family ABC transporter permease ,OTHER,1,None,Cytoplasmic Membrane,1,None,None,i21-43o70-92i105-127o132-151i158-180o200-222i252-274o289-311i318-340o,9,9,i21-41o75-93i105-123o129-148i160-182o202-224i245-275o287-308i320-340o,343,None,None,None,None,None,None,None
WP_001832736.1,None,Unknown,bifunctional hydroxymethylpyrimidine kinase_phosphomethylpyrimidine kinase ,OTHER,1,None,Cytoplasmic,0.9948,None,None,o,0,0,i,273,None,None,None,None,None,None,None
WP_001832739.1,None,Unknown,Tex family protein ,OTHER,1,None,Cytoplasmic,0.9687,None,None,o,0,0,i,716,None,None,None,None,None,None,None
WP_001832742.1,None,Unknown,aldehyde dehydrogenase family protein ,OTHER,1,None,Cytoplasmic,0.9927,None,None,o,0,0,i,475,None,None,None,None,None,None,None
WP_001832757.1,None,Unknown,rhomboid family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9915,None,None,i156-178o218-237i242-259o264-286i293-312o316-335i342-364o,7,7,i159-178o209-229i241-259o265-286i293-310o316-336i343-362o,486,None,None,None,None,None,None,None
WP_001832762.1,None,Cytoplasm,DEAD_DEAH box helicase ,OTHER,1,None,Cytoplasmic,0.9947,None,None,o,0,0,i,448,None,None,None,None,None,None,None
WP_001832766.1,None,Unknown,acetyl-CoA carboxylase biotin carboxyl carrier protein ,OTHER,1,None,Cytoplasmic,0.9899,None,None,o,0,0,i,146,None,None,None,None,None,None,None
WP_001832767.1,None,Unknown,phosphoribosylanthranilate isomerase ,OTHER,1,None,Cytoplasmic,0.9841,None,None,o,0,0,i,207,None,None,None,None,None,None,None
WP_001832769.1,None,Unknown,nucleotide pyrophosphohydrolase ,OTHER,1,None,Cytoplasmic,0.9924,None,None,i,0,0,i,105,None,None,None,None,None,None,None
WP_001832777.1,None,Unknown,ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.6943,None,None,o,0,0,i,220,None,None,None,None,None,None,None
WP_001832780.1,None,Unknown,biotin-dependent carboxyltransferase family protein ,OTHER,1,None,Cytoplasmic,0.8869,None,None,o,0,0,i,334,None,None,None,None,None,None,None
WP_001832781.1,None,Unknown,MATE family efflux transporter ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,i7-26o41-63i88-110o125-147i160-182o187-209i241-263o268-290i310-329o344-366i379-401o405-427i,12,12,i12-28o40-63i84-106o126-147i159-181o187-212i245-264o270-290i310-335o341-358i379-397o403-427i,441,None,None,None,None,None,None,None
WP_001832784.1,None,Unknown,ribosome biogenesis GTPase YqeH ,OTHER,1,None,Cytoplasmic,0.8472,None,None,o,0,0,i,366,None,None,None,None,None,None,None
WP_001832789.1,None,Unknown,amidohydrolase ,OTHER,1,None,Cytoplasmic,0.9983,None,None,o,0,0,i,383,None,None,None,None,None,None,None
WP_001832877.1,None,Unknown,magnesium_cobalt transporter CorA ,OTHER,1,None,Cytoplasmic Membrane,0.9995,None,None,i258-277o287-309i,2,2,i257-277o289-309i,315,None,None,None,None,None,None,None
WP_001832886.1,None,Unknown,YdcF family protein ,OTHER,0.99999,None,Cytoplasmic Membrane,0.9908,None,None,i2-19o45-67i88-110o114-136i149-168o293-315i,6,5,n3-14c19/20o43-67i88-109o115-134i146-168o296-315i,318,None,None,None,None,None,None,None
WP_001832893.1,None,Unknown,membrane protein insertase YidC ,LIPO,1,CS pos: 18-19. Pr: 0.9863,Cytoplasmic Membrane,0.9978,None,None,i5-22o55-77i128-150o176-198i218-240o,5,5,n5-15c19/20o54-75i132-152o172-192i204-221o227-245i,278,None,None,None,None,None,None,None
WP_001832894.1,None,Unknown,HAMP domain-containing sensor histidine kinase ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,o10-32i164-186o,2,2,o6-27i164-189o,451,None,None,None,None,None,None,None
WP_001832914.1,None,Unknown,MarR family winged helix-turn-helix transcriptional regulator ,OTHER,1,None,Cytoplasmic,0.9459,None,None,o,0,0,i,151,None,None,None,None,None,None,None
WP_001832918.1,None,Unknown,DHA2 family efflux MFS transporter permease subunit ,OTHER,1,None,Cytoplasmic Membrane,0.9999,None,None,o5-25i154-176o191-213i220-242o247-269i276-298o308-330i343-360o365-387i407-429o439-461i468-485o500-522i543-560o616-634i,15,15,o6-25i154-172o192-213i220-243o249-270i282-302o308-328i340-359o371-387i407-432o444-461i468-486o498-523i544-562o616-634i,658,None,None,None,None,None,None,None
WP_001832974.1,None,Unknown,RBBP9_YdeN family alpha_beta hydrolase ,OTHER,1,None,Cytoplasmic,0.9734,None,None,o,0,0,i,184,None,None,None,None,None,None,None
WP_001832991.1,None,Unknown,teichoic acid glycerol-phosphate primase TarB ,OTHER,0.649521,None,Cytoplasmic Membrane,0.8667,None,None,o,0,0,n8-16c27/28o,363,None,None,None,None,None,None,None
WP_001833002.1,None,Unknown,glycerol-3-phosphate cytidylyltransferase ,OTHER,1,None,Cytoplasmic,0.9968,None,None,i,0,0,i,132,None,None,None,None,None,None,None
WP_001833013.1,None,Unknown,ABC transporter ATP-binding protein VraF ,OTHER,1,None,Cytoplasmic Membrane,0.9353,None,None,o,0,0,i,253,None,None,None,None,None,None,None
WP_001833037.1,None,Unknown,endonuclease MutS2 ,OTHER,1,None,Cytoplasmic,0.9462,None,None,o,0,0,i,782,None,None,None,None,None,None,None
WP_001833056.1,None,Unknown,lysine--tRNA ligase ,OTHER,1,None,Cytoplasmic,0.9964,None,None,o,0,0,i,495,None,None,None,None,None,None,None
WP_001833064.1,None,Unknown,UPF0223 family protein ,OTHER,1,None,Cytoplasmic,0.7815,None,None,o,0,0,i,92,None,None,None,None,None,None,None
WP_001833065.1,None,Unknown,acyltransferase family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9996,None,None,i13-32o42-64i77-94o109-128i135-153o158-175i188-210o235-252i259-281o296-318i,10,10,i9-28o40-61i73-94o106-127i134-153o159-176i188-206o236-256i268-287o293-312i,335,None,None,None,None,None,None,None
WP_001833067.1,wall,Unknown,LCP family protein ,OTHER,0.583044,None,Cytoplasmic Membrane,0.8139,None,None,i7-29o,1,0,n8-19c24/25o,412,None,None,None,None,None,None,None
WP_001833068.1,None,Unknown,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase ,OTHER,1,None,Cytoplasmic,0.9842,None,None,o,0,0,i,557,None,None,None,None,None,None,None
WP_001833073.1,None,Unknown,serine hydrolase domain-containing protein ,OTHER,0.796711,None,Cytoplasmic Membrane,0.6878,None,None,i7-29o,1,1,o6-27i,400,None,None,None,None,None,None,None
WP_001833075.1,None,Unknown,cytochrome ubiquinol oxidase subunit I ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,o15-37i58-80o90-112i124-146o184-206i219-238o322-344i357-379o406-428i,9,9,o15-38i58-79o91-114i126-146o181-205i217-237o318-346i358-379o399-428i,451,None,None,None,None,None,None,None
WP_001833082.1,None,Unknown,Mini-ribonuclease 3 ,OTHER,1,None,Cytoplasmic,0.9975,None,None,o,0,0,i,128,None,None,None,None,None,None,None
WP_002387626.1,None,Unknown,replication initiator protein A ,OTHER,1,None,Cytoplasmic,0.9532,None,None,o,0,0,i,311,None,None,None,None,None,None,None
WP_002409346.1,None,Unknown,IS6-like element IS257 family transposase ,OTHER,1,None,Cytoplasmic,0.5655,None,None,o,0,0,i,224,None,None,None,None,None,None,None
WP_002437110.1,None,Unknown,YibE_F family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,o10-32i125-142o147-166i171-193o203-225i246-268o298-320i341-363o,8,8,i12-31o125-142i149-166o172-194i201-226o246-274i295-319o339-363i,370,None,None,None,None,None,None,None
WP_002437147.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.684,None,None,i,0,0,i,75,None,None,None,None,None,None,None
WP_002437151.1,None,Unknown,Abi family protein ,OTHER,1,None,Cytoplasmic,0.5412,None,None,o,0,1,i232-250o,301,None,None,None,None,None,None,None
WP_002437162.1,None,Unknown,WP_002437162.1 L-cystine transporter ,OTHER,0.999998,None,Cytoplasmic Membrane,0.9999,None,None,o4-23i35-54o74-96i109-131o180-202i222-244o264-286i368-390o394-416i,9,11,o6-22i34-52o72-93i105-130o184-202i222-245o265-287i299-317o337-358i370-388o394-416i,462,None,None,None,None,None,None,None
WP_002437166.1,None,Unknown,2-keto-4-pentenoate hydratase ,OTHER,1,None,Cytoplasmic,0.9835,None,None,o,0,0,i,259,None,None,None,None,None,None,None
WP_002437170.1,None,Unknown,alkyl hydroperoxide reductase subunit C ,OTHER,1,None,Cytoplasmic,0.8819,None,None,o,0,0,i,189,None,None,None,None,None,None,None
WP_002437172.1,None,Unknown,alkyl hydroperoxide reductase subunit F ,OTHER,1,None,Cytoplasmic,0.9854,None,None,o,0,0,i,507,None,None,None,None,None,None,None
WP_002437175.1,lipoprotein,Unknown,NDxxF motif lipoprotein ,LIPO,1,CS pos: 19-20. Pr: 0.9968,Cytoplasmic Membrane,0.7221,None,None,o,0,0,n5-15c20/21o,207,None,None,None,None,None,None,None
WP_002437185.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.9868,None,None,i5-23o38-60i67-89o94-116i,4,3,n5-18c23/24o39-60i67-89o95-116i,125,None,None,None,None,None,None,None
WP_002437189.1,None,Unknown,histidine phosphatase family protein ,OTHER,1,None,Cytoplasmic,0.9213,None,None,o,0,0,i,196,None,None,None,None,None,None,None
WP_002437194.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.9161,None,None,i13-35o55-77i,2,2,i12-35o55-77i,86,None,None,None,None,None,None,None
WP_002437208.1,wall,Unknown,GH25 family lysozyme ,SP,0.999011,CS pos: 28-29. Pr: 0.9388,Extracellular,0.9997,None,None,o,0,0,n8-19c28/29o,269,None,None,None,None,None,None,None
WP_002437214.1,None,Unknown,ParB_RepB_Spo0J family partition protein ,OTHER,1,None,Cytoplasmic,0.9516,None,None,o,0,0,i,280,None,None,None,None,None,None,None
WP_002437219.1,None,Unknown,cystathionine beta-lyase MetC ,OTHER,1,None,Cytoplasmic,0.9896,None,None,o,0,0,i,391,None,None,None,None,None,None,None
WP_002437221.1,None,Unknown,bifunctional homocysteine S-methyltransferase_methylenetetrahydrofolate reductase ,OTHER,1,None,Cytoplasmic,0.9556,None,None,o,0,0,i,612,None,None,None,None,None,None,None
WP_002437223.1,None,Cytoplasm,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase ,OTHER,1,None,Cytoplasmic,0.9432,None,None,o,0,0,i,748,None,None,None,None,None,None,None
WP_002437234.1,None,Unknown,DUF3169 family protein ,OTHER,0.999995,None,Cytoplasmic Membrane,0.9756,None,None,i7-29o44-65i99-121o126-148i191-210o215-237i,6,6,i7-24o44-65i101-120o126-148i191-208o214-232i,244,None,None,None,None,None,None,None
WP_002437236.1,None,Unknown,ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.7086,None,None,o,0,0,i,280,None,None,None,None,None,None,None
WP_002437239.1,None,Unknown,ABC-2 transporter permease ,OTHER,1,None,Cytoplasmic Membrane,0.8856,None,None,i16-33o80-102i109-131o141-163i182-204o,5,6,i16-33o39-54i80-102o108-129i141-162o182-202i,212,None,None,None,None,None,None,None
WP_002437244.1,None,Cytoplasm,GNAT family N-acetyltransferase ,OTHER,1,None,Cytoplasmic,0.9836,None,None,o,0,0,i,182,None,None,None,None,None,None,None
WP_002437250.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.7753,None,None,o,0,0,i,544,None,None,None,None,None,None,None
WP_002437258.1,None,Unknown,signal peptidase I ,OTHER,0.916969,None,Cytoplasmic Membrane,0.9892,None,None,o5-27i,1,1,o6-27i,192,None,None,None,None,None,None,None
WP_002437267.1,None,Unknown,ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.8824,None,None,o,0,0,i,252,None,None,None,None,None,None,None
WP_002437268.1,None,Unknown,FtsX-like permease family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,i21-38o58-80i111-133o153-175i197-219o229-251i290-312o506-528i562-584o594-616i,10,10,i18-35o55-75i109-133o153-175i196-217o237-259i289-311o506-528i562-584o596-616i,626,None,None,None,None,None,None,None
WP_002437279.1,None,Unknown,YIP1 family protein ,OTHER,0.999971,None,Cytoplasmic Membrane,0.9446,None,None,i31-50o80-102i115-137o157-179i186-208o,5,5,i31-50o78-99i111-138o158-176i188-207o,209,None,None,None,None,None,None,None
WP_002437281.1,None,Unknown,helix-turn-helix transcriptional regulator ,OTHER,1,None,Cytoplasmic Membrane,0.9751,None,None,i80-97o101-123i163-185o,3,3,i78-96o102-121i160-184o,189,None,None,None,None,None,None,None
WP_002437284.1,None,Cytoplasm,TetR_AcrR family transcriptional regulator ,OTHER,1,None,Cytoplasmic,0.8792,None,None,o,0,0,i,179,None,None,None,None,None,None,None
WP_002437291.1,None,Cytoplasm,16S rRNA ,OTHER,1,None,Cytoplasmic,0.9957,None,None,o,0,0,i,239,None,None,None,None,None,None,None
WP_002437307.1,None,Unknown,DNA replication_repair protein RecF ,OTHER,1,None,Cytoplasmic,0.9837,None,None,o,0,0,i,371,None,None,None,None,None,None,None
WP_002437317.1,None,Unknown,AzlD domain-containing protein ,OTHER,1,None,Cytoplasmic Membrane,0.9995,None,None,i7-29o33-55i68-87o91-108i,4,3,o6-27i34-55o75-108i,109,None,None,None,None,None,None,None
WP_002437318.1,None,Unknown,homoserine O-acetyltransferase MetX ,OTHER,1,None,Cytoplasmic,0.9777,None,None,o,0,0,i,322,None,None,None,None,None,None,None
WP_002437319.1,None,Unknown,YybS family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9984,None,None,i21-43o58-91i104-126o173-195i216-235o240-262i274-296o,7,7,i16-49o61-92i104-123o174-194i215-233o239-262i274-296o,308,None,None,None,None,None,None,None
WP_002437518.1,None,Unknown,DUF1643 domain-containing protein ,OTHER,1,None,Cytoplasmic,0.972,None,None,i,0,0,i,167,None,None,None,None,None,None,None
WP_002437519.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.5043,None,None,i,0,0,i,73,None,None,None,None,None,None,None
WP_002437584.1,None,Unknown,radical SAM protein ,OTHER,1,None,Cytoplasmic,0.7199,None,None,i,0,0,i,131,None,None,None,None,None,None,None
WP_002437590.1,None,Unknown,ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.7092,None,None,o,0,0,i,301,None,None,None,None,None,None,None
WP_002437591.1,None,Unknown,ABC transporter permease ,OTHER,0.548645,None,Cytoplasmic Membrane,0.9953,None,None,o10-32i169-191o218-240i247-269o274-296i331-353o,6,5,n16-27c32/33o169-191i212-235o241-262i269-294o336-353i,373,None,None,None,None,None,None,None
WP_002437624.1,None,Unknown,ArsR_SmtB family transcription factor ,OTHER,1,None,Cytoplasmic,0.9914,None,None,o,0,0,i,104,None,None,None,None,None,None,None
WP_002437630.1,None,Unknown,ArsR_SmtB family transcription factor ,OTHER,1,None,Cytoplasmic,0.9796,None,None,i,0,0,i,106,None,None,None,None,None,None,None
WP_002437636.1,lipoprotein,Unknown,WP_002437636.1 tandem-type lipoprotein ,LIPO,1,CS pos: 22-23. Pr: 0.9809,Cytoplasmic Membrane,0.716,None,None,i7-26o,1,1,i7-27o,261,None,None,None,None,None,None,None
WP_002437638.1,lipoprotein,Unknown,tandem-type lipoprotein ,LIPO,1,CS pos: 19-20. Pr: 0.9905,Cytoplasmic Membrane,0.6669,None,None,o,0,0,n7-18c23/24o,253,None,None,None,None,None,None,None
