qseqid	sseqid	pident	length	evalue	bitscore
WP_002457110.1	sp|Q2FJ78|SDRD_STAA3	30.233	43	3.8	20.8
WP_001829582.1	sp|A0A0H2XI99|ESXA_STAA3	28.889	45	3.8	20.4
WP_001832195.1	tr|Q6T1I1|Q6T1I1_STAAU	28.571	56	3.8	17.7
WP_001832241.1	sp|Q2FUW1|SRAP_STAA8	28.571	28	3.8	18.5
WP_001830571.1	sp|Q2FUW1|SRAP_STAA8	26.923	26	3.8	20
WP_011082604.1	sp|Q2FJ78|SDRD_STAA3	26.667	15	3.8	16.2
WP_001831009.1	sp|Q2FJ78|SDRD_STAA3	26.316	19	3.8	18.1
WP_083553766.1	sp|Q53654|CNA_STAAU	26.19	42	3.8	18.5
WP_001832115.1	sp|O86487|SDRC_STAAE	26.087	69	3.8	19.2
WP_001832688.1	sp|Q2FJ77|SDRE_STAA3	26.087	115	3.8	20.4
WP_001831623.1	sp|O33635|ATL_STAEP	25.641	78	3.8	20.4
WP_002437272.1	sp|Q2FJ77|SDRE_STAA3	25.455	110	3.8	21.6
WP_001831107.1	sp|Q2FJ78|SDRD_STAA3	25.234	107	3.8	20.4
WP_002438830.1	sp|O86487|SDRC_STAAE	24.762	105	3.8	20.4
WP_001830451.1	sp|Q2FUW1|SRAP_STAA8	24.658	73	3.8	21.6
WP_001832301.1	sp|Q7A656|ISDB_STAAN	24.242	66	3.8	19.2
WP_002470683.1	sp|O33635|ATL_STAEP	24.242	66	3.8	20.8
WP_002468861.1	sp|Q53654|CNA_STAAU	24.074	54	3.8	20.4
WP_002438286.1	sp|Q2FJ77|SDRE_STAA3	23.944	71	3.8	20
WP_083553772.1	sp|A0A0H2XI99|ESXA_STAA3	22.581	62	3.8	19.2
WP_001831220.1	sp|Q2G2B2|SASG_STAA8	22.105	95	3.8	19.6
WP_001832332.1	sp|Q2G2B2|SASG_STAA8	21.569	51	3.8	17.3
WP_002457122.1	sp|Q2G2B2|SASG_STAA8	19.718	71	3.8	19.2
WP_001832002.1	sp|Q2FJ77|SDRE_STAA3	77.778	9	3.9	18.5
WP_002457101.1	sp|Q2FE03|FNBA_STAA3	72.727	11	3.9	21.2
WP_001830004.1	sp|Q8NW39|ISDH_STAAW	66.667	15	3.9	21.2
WP_001830829.1	sp|Q2G2B2|SASG_STAA8	66.667	12	3.9	20
WP_001830829.1	sp|Q2G2B2|SASG_STAA8	66.667	12	3.9	20
WP_002469568.1	sp|Q7A656|ISDB_STAAN	64.286	14	3.9	20
WP_002485267.1	sp|Q2G2B2|SASG_STAA8	52.632	19	3.9	18.9
WP_001832688.1	sp|Q2FJ77|SDRE_STAA3	50	24	3.9	20
WP_002456539.1	sp|P80544|PLS_STAAU	50	22	3.9	20.4
WP_049387483.1	sp|Q2FJ77|SDRE_STAA3	50	14	3.9	20.8
WP_002469379.1	sp|Q2FE03|FNBA_STAA3	47.619	21	3.9	19.6
WP_001831076.1	sp|A6QF98|EMP_STAAE	47.059	17	3.9	17.3
WP_001830485.1	sp|O33635|ATL_STAEP	45.455	11	3.9	17.3
WP_021298778.1	sp|P80544|PLS_STAAU	44	25	3.9	20.4
WP_002456556.1	sp|Q5HCR7|CLFB_STAAC	43.75	16	3.9	18.9
WP_002456720.1	tr|A0A1L7H885|A0A1L7H885_STAAU	43.478	23	3.9	20
WP_002469379.1	sp|Q8NW39|ISDH_STAAW	42.308	26	3.9	19.6
WP_002468460.1	sp|O33635|ATL_STAEP	42.105	19	3.9	20
WP_001832213.1	sp|Q2FJ78|SDRD_STAA3	40	20	3.9	18.9
WP_002485784.1	sp|Q53654|CNA_STAAU	40	20	3.9	19.6
WP_002439565.1	sp|Q2FJ77|SDRE_STAA3	38.462	26	3.9	20.8
WP_002469511.1	sp|O86487|SDRC_STAAE	38.462	26	3.9	19.6
WP_001831448.1	sp|Q2G2B2|SASG_STAA8	38.235	34	3.9	19.6
WP_001831672.1	sp|Q7A656|ISDB_STAAN	37.931	29	3.9	19.2
WP_001833013.1	sp|Q8NW39|ISDH_STAAW	37.037	27	3.9	19.6
WP_002456317.1	sp|Q53654|CNA_STAAU	36.364	33	3.9	20.8
WP_083553765.1	sp|Q2FJ77|SDRE_STAA3	36	25	3.9	20.4
WP_002468463.1	sp|Q2FJ78|SDRD_STAA3	35.556	45	3.9	20.8
WP_002505812.1	sp|O33635|ATL_STAEP	35.294	34	3.9	20
WP_001118667.1	sp|Q2FJ77|SDRE_STAA3	34.783	23	3.9	18.1
WP_001830986.1	sp|O33635|ATL_STAEP	34.615	26	3.9	20.4
WP_001832302.1	sp|Q2FJ77|SDRE_STAA3	34.615	26	3.9	19.6
WP_001832318.1	sp|Q8NW39|ISDH_STAAW	34.375	32	3.9	19.6
WP_001829386.1	sp|Q8NW39|ISDH_STAAW	34.286	35	3.9	20.4
WP_001829441.1	sp|P80544|PLS_STAAU	33.784	74	3.9	20.8
WP_002437624.1	sp|O33635|ATL_STAEP	33.333	18	3.9	18.1
WP_057504645.1	sp|O33635|ATL_STAEP	33.333	27	3.9	21.2
WP_001831026.1	sp|Q7A656|ISDB_STAAN	32.432	37	3.9	16.9
WP_002457122.1	sp|Q2FJ78|SDRD_STAA3	32.143	28	3.9	19.2
WP_001631029.1	sp|O86487|SDRC_STAAE	32	25	3.9	20.4
WP_002438679.1	sp|Q7A656|ISDB_STAAN	31.818	22	3.9	16.9
WP_002438750.1	sp|Q8NW39|ISDH_STAAW	31.818	22	3.9	20.8
WP_001830861.1	sp|Q2FUW1|SRAP_STAA8	31.579	19	3.9	19.6
WP_001831728.1	sp|O33635|ATL_STAEP	31.579	38	3.9	17.7
WP_002437223.1	sp|Q2FE03|FNBA_STAA3	31.579	57	3.9	21.6
WP_001830423.1	sp|P80544|PLS_STAAU	31.034	58	3.9	20.8
WP_001830423.1	sp|P80544|PLS_STAAU	31.034	58	3.9	20.8
WP_001830423.1	sp|P80544|PLS_STAAU	31.034	58	3.9	20.8
WP_001830766.1	sp|Q2FJ78|SDRD_STAA3	30.435	23	3.9	18.9
WP_057504628.1	sp|Q8NW39|ISDH_STAAW	30.435	46	3.9	23.1
WP_001830028.1	sp|Q2FE03|FNBA_STAA3	30	30	3.9	20.8
WP_001830817.1	sp|Q8NW39|ISDH_STAAW	30	30	3.9	19.6
WP_001829913.1	sp|Q8NW39|ISDH_STAAW	29.412	34	3.9	20.8
WP_001830675.1	sp|P0C047|ESXB_STAAE	29.412	34	3.9	20
WP_001832309.1	sp|P80544|PLS_STAAU	29.412	34	3.9	20.4
WP_002494483.1	sp|P80544|PLS_STAAU	28.889	45	3.9	18.9
WP_001832423.1	sp|Q2FE03|FNBA_STAA3	28.571	21	3.9	19.2
WP_001829679.1	sp|Q2FJ77|SDRE_STAA3	28.205	39	3.9	20.4
WP_001831327.1	sp|Q2FE03|FNBA_STAA3	27.778	54	3.9	19.6
WP_002489756.1	sp|Q2FE03|FNBA_STAA3	27.692	65	3.9	20.4
WP_001830655.1	sp|A6QF98|EMP_STAAE	27.586	29	3.9	20
WP_002456995.1	sp|A6QF98|EMP_STAAE	27.184	103	3.9	20
WP_002438309.1	sp|Q53654|CNA_STAAU	27.119	59	3.9	21.6
WP_001830813.1	sp|Q2G2B2|SASG_STAA8	26.829	41	3.9	20.8
WP_001831043.1	sp|Q2G2B2|SASG_STAA8	26.667	30	3.9	20.8
WP_001830113.1	sp|Q53654|CNA_STAAU	26.23	61	3.9	20.8
WP_001831665.1	sp|Q2FJ77|SDRE_STAA3	26.174	149	3.9	22.3
WP_001830401.1	sp|Q2FE03|FNBA_STAA3	25	52	3.9	17.7
WP_001831516.1	sp|Q2FJ77|SDRE_STAA3	25	28	3.9	18.5
WP_001832023.1	sp|A6QF98|EMP_STAAE	25	24	3.9	18.1
WP_153647357.1	sp|Q8NW39|ISDH_STAAW	25	80	3.9	20.8
WP_138936983.1	sp|O33635|ATL_STAEP	24.444	45	3.9	21.2
WP_002437584.1	sp|Q2G2B2|SASG_STAA8	24.324	37	3.9	18.5
WP_001831014.1	sp|Q7A656|ISDB_STAAN	24.138	29	3.9	19.6
WP_001831622.1	sp|Q2FJ77|SDRE_STAA3	23.81	42	3.9	18.5
WP_001831881.1	sp|P80544|PLS_STAAU	23.684	76	3.9	21.2
WP_002456427.1	sp|Q8NW39|ISDH_STAAW	22.642	159	3.9	19.6
WP_002437175.1	sp|Q2G2B2|SASG_STAA8	22.034	59	3.9	19.2
WP_002437175.1	sp|Q2G2B2|SASG_STAA8	22.034	59	3.9	19.2
WP_002437175.1	sp|Q2G2B2|SASG_STAA8	22.034	59	3.9	19.2
WP_002437175.1	sp|Q2G2B2|SASG_STAA8	22.034	59	3.9	19.2
WP_002437175.1	sp|Q2G2B2|SASG_STAA8	22.034	59	3.9	19.2
WP_002437175.1	sp|Q2G2B2|SASG_STAA8	22.034	59	3.9	19.2
WP_001831042.1	sp|O33635|ATL_STAEP	21.569	51	3.9	20.8
WP_001831915.1	sp|Q8NW39|ISDH_STAAW	20.93	43	3.9	20.8
WP_001831221.1	sp|Q53653|CLFA_STAAE	87.5	8	4	17.7
WP_001830848.1	sp|O33635|ATL_STAEP	80	10	4	20.4
WP_001831895.1	sp|O33635|ATL_STAEP	70	10	4	18.5
WP_001830825.1	sp|Q53654|CNA_STAAU	58.333	12	4	18.9
WP_002489692.1	sp|O86487|SDRC_STAAE	56.25	16	4	20
WP_001829342.1	sp|O86487|SDRC_STAAE	53.846	13	4	17.7
WP_001829639.1	sp|Q53653|CLFA_STAAE	52.941	17	4	19.2
WP_000122374.1	sp|Q2G2B2|SASG_STAA8	52.632	19	4	20.4
WP_000364405.1	sp|O33635|ATL_STAEP	52.381	21	4	20
WP_001830323.1	sp|Q2FJ78|SDRD_STAA3	50	18	4	20.4
WP_001832035.1	sp|O33635|ATL_STAEP	50	14	4	20
WP_002456586.1	sp|Q53653|CLFA_STAAE	50	12	4	17.3
WP_002468460.1	sp|P80544|PLS_STAAU	50	16	4	20
WP_153801568.1	sp|Q2FJ78|SDRD_STAA3	50	18	4	16.2
WP_002457092.1	sp|Q8NW39|ISDH_STAAW	47.368	19	4	19.6
WP_001832578.1	sp|Q2FJ77|SDRE_STAA3	44.444	27	4	21.6
WP_002485785.1	sp|Q2FE03|FNBA_STAA3	41.667	24	4	21.6
WP_001802814.1	sp|Q2FJ78|SDRD_STAA3	41.176	17	4	17.7
WP_001831685.1	sp|Q2FJ78|SDRD_STAA3	41.176	17	4	20.4
WP_002469568.1	sp|Q2FUW1|SRAP_STAA8	41.176	17	4	20
WP_001830632.1	sp|Q2FJ78|SDRD_STAA3	40.909	22	4	20.4
WP_001832306.1	sp|O33635|ATL_STAEP	40.909	22	4	18.9
WP_000249804.1	sp|Q2FJ77|SDRE_STAA3	40.741	27	4	20.4
WP_001830392.1	sp|P80544|PLS_STAAU	40	25	4	18.9
WP_001830479.1	sp|Q2G2B2|SASG_STAA8	40	20	4	20.4
WP_001830511.1	sp|Q2FE03|FNBA_STAA3	40	20	4	19.6
WP_002437604.1	sp|Q2FUW1|SRAP_STAA8	40	20	4	20.8
WP_001829791.1	sp|Q2G2B2|SASG_STAA8	39.13	23	4	19.6
WP_001829791.1	sp|Q2G2B2|SASG_STAA8	39.13	23	4	19.6
WP_001829791.1	sp|Q2G2B2|SASG_STAA8	39.13	23	4	19.6
WP_001829791.1	sp|Q2G2B2|SASG_STAA8	39.13	23	4	19.6
WP_001829791.1	sp|Q2G2B2|SASG_STAA8	39.13	23	4	19.6
WP_001830420.1	sp|Q53653|CLFA_STAAE	39.13	23	4	20.4
WP_001831193.1	sp|Q7A656|ISDB_STAAN	38.889	18	4	19.2
WP_001831922.1	sp|Q2FUW1|SRAP_STAA8	38.889	18	4	19.2
WP_002468002.1	sp|O86487|SDRC_STAAE	37.931	29	4	20
WP_002439542.1	sp|O33635|ATL_STAEP	37.037	27	4	19.6
WP_002440903.1	sp|Q8NW39|ISDH_STAAW	35.714	28	4	19.6
WP_001832528.1	sp|O33635|ATL_STAEP	35.294	17	4	18.9
WP_002438830.1	sp|P80544|PLS_STAAU	34.615	26	4	20.4
WP_078069838.1	sp|Q2FJ78|SDRD_STAA3	34.211	38	4	21.2
WP_001829472.1	tr|A0A390J584|A0A390J584_STAAU	33.333	45	4	18.9
WP_002485130.1	sp|Q2FJ77|SDRE_STAA3	32.432	37	4	20
WP_001830094.1	sp|Q2FJ77|SDRE_STAA3	32.258	31	4	19.6
WP_001830831.1	sp|Q2FE03|FNBA_STAA3	32.143	56	4	21.2
WP_002489770.1	sp|Q2FJ78|SDRD_STAA3	32.143	28	4	21.9
WP_002456538.1	sp|Q5HCR7|CLFB_STAAC	32	25	4	20
WP_002484894.1	sp|A6QF98|EMP_STAAE	32	25	4	20.4
WP_001832557.1	sp|Q2FJ77|SDRE_STAA3	31.818	44	4	19.6
WP_001830577.1	sp|Q2FJ78|SDRD_STAA3	31.373	51	4	19.6
WP_002437268.1	sp|Q8NW39|ISDH_STAAW	31.25	64	4	21.2
WP_002489766.1	tr|A0A390J584|A0A390J584_STAAU	30.952	42	4	20
WP_001830809.1	sp|O33635|ATL_STAEP	30.769	39	4	18.5
WP_002438787.1	sp|O33635|ATL_STAEP	30.556	72	4	20
WP_002489729.1	sp|A6QF98|EMP_STAAE	30.556	36	4	21.6
WP_002439534.1	sp|Q2FE03|FNBA_STAA3	30	60	4	21.6
WP_001829742.1	sp|Q2G2B2|SASG_STAA8	29.73	37	4	18.5
WP_001829742.1	sp|Q2G2B2|SASG_STAA8	29.73	37	4	18.5
WP_001829742.1	sp|Q2G2B2|SASG_STAA8	29.73	37	4	18.5
WP_001829742.1	sp|Q2G2B2|SASG_STAA8	29.73	37	4	18.5
WP_001829742.1	sp|Q2G2B2|SASG_STAA8	29.73	37	4	18.5
WP_001829742.1	sp|Q2G2B2|SASG_STAA8	29.73	37	4	18.5
WP_001831355.1	sp|Q53653|CLFA_STAAE	29.412	17	4	16.9
WP_001830976.1	sp|Q2G2B2|SASG_STAA8	29.268	41	4	20
WP_001829592.1	sp|A6QF98|EMP_STAAE	28.571	21	4	19.2
WP_001830829.1	sp|Q2FJ77|SDRE_STAA3	27.869	61	4	20
WP_002455963.1	sp|Q7A656|ISDB_STAAN	27.869	61	4	20
WP_001830760.1	sp|Q7A656|ISDB_STAAN	27.586	58	4	21.6
WP_080388512.1	sp|Q2FHV1|ISDA_STAA3	27.586	29	4	25
WP_001829655.1	sp|Q2FJ78|SDRD_STAA3	27.273	22	4	16.9
WP_001830617.1	sp|Q2FJ78|SDRD_STAA3	27.273	22	4	18.9
WP_001831762.1	sp|Q7A656|ISDB_STAAN	27.143	70	4	19.6
WP_001832366.1	sp|Q2FJ78|SDRD_STAA3	27.119	59	4	20
WP_080388512.1	sp|Q2FUW1|SRAP_STAA8	26.852	108	4	25.4
WP_002456051.1	sp|A6QF98|EMP_STAAE	26.667	45	4	18.5
WP_001830374.1	sp|Q8NW39|ISDH_STAAW	26.23	61	4	20.4
WP_001831215.1	sp|O33635|ATL_STAEP	25.714	35	4	17.3
WP_001830479.1	sp|A6QF98|EMP_STAAE	25.49	51	4	20.4
WP_001832224.1	sp|Q2G2B2|SASG_STAA8	25	40	4	20
WP_002495284.1	sp|Q2G2B2|SASG_STAA8	25	60	4	19.2
WP_002438017.1	sp|Q2FE03|FNBA_STAA3	24.51	102	4	21.2
WP_001832485.1	sp|Q2FHV1|ISDA_STAA3	24.138	29	4	19.2
WP_001832310.1	sp|P80544|PLS_STAAU	23.81	63	4	20.8
WP_032604113.1	sp|Q2FUW1|SRAP_STAA8	23.81	42	4	19.6
WP_002485370.1	tr|Q6T1I1|Q6T1I1_STAAU	23.077	65	4	20.4
WP_001831647.1	sp|Q2G2B2|SASG_STAA8	22.353	85	4	19.6
WP_001829639.1	sp|P80544|PLS_STAAU	22.222	36	4	19.6
WP_002456007.1	sp|Q2FJ78|SDRD_STAA3	22.059	68	4	18.5
WP_001829921.1	sp|Q2FUW1|SRAP_STAA8	21.212	33	4	19.6
WP_002438015.1	sp|P80544|PLS_STAAU	87.5	8	4.1	18.1
WP_002438015.1	sp|P80544|PLS_STAAU	87.5	8	4.1	18.1
WP_002438015.1	sp|P80544|PLS_STAAU	87.5	8	4.1	18.1
WP_002485782.1	sp|O33635|ATL_STAEP	66.667	12	4.1	18.9
WP_001831212.1	sp|Q7A656|ISDB_STAAN	61.538	13	4.1	20.8
WP_001831015.1	sp|Q2FJ78|SDRD_STAA3	60	10	4.1	17.3
WP_000931963.1	sp|Q2FHV1|ISDA_STAA3	57.143	14	4.1	17.3
WP_002489692.1	sp|Q2FJ77|SDRE_STAA3	56.25	16	4.1	20
WP_002489692.1	sp|Q2FJ78|SDRD_STAA3	56.25	16	4.1	20
WP_002476769.1	sp|Q2FE03|FNBA_STAA3	53.846	13	4.1	19.2
WP_002437244.1	tr|A0A390J584|A0A390J584_STAAU	53.333	15	4.1	18.9
WP_001829912.1	sp|O33635|ATL_STAEP	50	14	4.1	20
WP_001830510.1	sp|Q2FE03|FNBA_STAA3	50	18	4.1	20.4
WP_002437668.1	tr|A0A1L7H885|A0A1L7H885_STAAU	50	10	4.1	18.5
WP_162155653.1	sp|Q2FE03|FNBA_STAA3	50	14	4.1	16.2
WP_002437694.1	sp|Q53654|CNA_STAAU	47.368	19	4.1	20.8
WP_001830955.1	sp|Q53653|CLFA_STAAE	47.059	17	4.1	19.6
WP_001831775.1	sp|O86487|SDRC_STAAE	46.154	13	4.1	18.5
WP_001831775.1	sp|Q2FJ77|SDRE_STAA3	46.154	13	4.1	18.5
WP_001831775.1	sp|Q2FJ78|SDRD_STAA3	46.154	13	4.1	18.5
WP_002489909.1	sp|Q2FJ78|SDRD_STAA3	46.154	13	4.1	16.5
WP_002500278.1	sp|Q8NW39|ISDH_STAAW	45.455	22	4.1	21.6
WP_001830148.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	44.444	9	4.1	17.3
WP_001831121.1	sp|Q2FE03|FNBA_STAA3	43.333	30	4.1	20
WP_001829955.1	sp|Q8NW39|ISDH_STAAW	42.857	14	4.1	19.2
WP_001831064.1	sp|Q2FE03|FNBA_STAA3	42.857	21	4.1	19.6
WP_001831136.1	sp|Q7A656|ISDB_STAAN	42.857	21	4.1	19.6
WP_001829661.1	sp|P80544|PLS_STAAU	42.308	26	4.1	20
WP_001830511.1	sp|Q2G2B2|SASG_STAA8	42.308	26	4.1	19.6
WP_001829567.1	sp|Q5HCR7|CLFB_STAAC	42.105	19	4.1	18.1
WP_001830372.1	sp|O86487|SDRC_STAAE	41.667	36	4.1	18.9
WP_001551924.1	sp|Q5HCR7|CLFB_STAAC	41.176	17	4.1	18.9
WP_001829714.1	sp|Q2FJ77|SDRE_STAA3	41.176	17	4.1	18.5
WP_001829929.1	sp|Q8NW39|ISDH_STAAW	40.741	27	4.1	18.9
WP_002489913.1	sp|Q5HCR7|CLFB_STAAC	40.625	32	4.1	18.9
WP_001830161.1	sp|Q53654|CNA_STAAU	40	20	4.1	19.6
WP_001831954.1	sp|Q2G2B2|SASG_STAA8	40	15	4.1	18.9
WP_001831954.1	sp|Q2G2B2|SASG_STAA8	40	15	4.1	18.9
WP_001831954.1	sp|Q2G2B2|SASG_STAA8	40	15	4.1	18.9
WP_001831954.1	sp|Q2G2B2|SASG_STAA8	40	15	4.1	18.9
WP_001831954.1	sp|Q2G2B2|SASG_STAA8	40	15	4.1	18.9
WP_001831954.1	sp|Q2G2B2|SASG_STAA8	40	15	4.1	18.9
WP_001831954.1	sp|Q2G2B2|SASG_STAA8	40	15	4.1	18.9
WP_002438170.1	sp|O33635|ATL_STAEP	40	20	4.1	20.4
WP_002457100.1	sp|Q2FE03|FNBA_STAA3	40	30	4.1	19.6
WP_001830756.1	sp|Q2FE03|FNBA_STAA3	38.889	18	4.1	16.2
WP_001830971.1	sp|Q2FJ77|SDRE_STAA3	38.889	36	4.1	19.2
WP_002437588.1	sp|Q5HCR7|CLFB_STAAC	37.5	16	4.1	16.2
WP_001830184.1	sp|Q2G2B2|SASG_STAA8	37.143	35	4.1	17.3
WP_001829855.1	sp|O33635|ATL_STAEP	37.037	27	4.1	19.6
WP_001831490.1	sp|Q53653|CLFA_STAAE	37.037	27	4.1	21.2
WP_001830036.1	sp|Q53653|CLFA_STAAE	36.667	30	4.1	18.9
WP_002467980.1	sp|Q2FJ78|SDRD_STAA3	36.585	41	4.1	17.3
WP_001832028.1	sp|P80544|PLS_STAAU	36.364	22	4.1	18.9
WP_001832317.1	sp|Q2FUW1|SRAP_STAA8	35.714	28	4.1	19.2
WP_001831881.1	tr|A0A1L7H885|A0A1L7H885_STAAU	35.556	45	4.1	20.4
WP_002456747.1	sp|Q7A656|ISDB_STAAN	35.294	34	4.1	20
WP_002456566.1	sp|Q2FJ78|SDRD_STAA3	35	20	4.1	22.3
WP_002485262.1	tr|A0A390J584|A0A390J584_STAAU	34.884	43	4.1	20
WP_002485578.1	sp|Q2FJ77|SDRE_STAA3	34.615	26	4.1	19.6
WP_001829419.1	sp|O33635|ATL_STAEP	33.333	36	4.1	20.4
WP_001830852.1	sp|O33635|ATL_STAEP	33.333	36	4.1	21.2
WP_002438959.1	sp|Q2FJ78|SDRD_STAA3	33.333	45	4.1	19.6
WP_001830659.1	sp|Q2FJ77|SDRE_STAA3	32.5	40	4.1	19.2
WP_001830935.1	sp|Q8NW39|ISDH_STAAW	32.258	31	4.1	17.3
WP_074356981.1	sp|Q53653|CLFA_STAAE	32.258	31	4.1	20.4
WP_278269444.1	sp|Q53653|CLFA_STAAE	32.258	31	4.1	20.4
WP_000635275.1	sp|Q2G2B2|SASG_STAA8	32.143	28	4.1	19.2
WP_000635275.1	sp|Q2G2B2|SASG_STAA8	32.143	28	4.1	19.2
WP_001829625.1	sp|O33635|ATL_STAEP	31.818	22	4.1	18.9
WP_002485759.1	sp|Q2FJ78|SDRD_STAA3	31.707	41	4.1	21.6
WP_002438170.1	sp|Q53654|CNA_STAAU	31.579	38	4.1	20.4
WP_001830628.1	sp|Q53654|CNA_STAAU	31.25	32	4.1	20
WP_001830628.1	sp|Q53654|CNA_STAAU	31.25	32	4.1	20
WP_001830628.1	sp|Q53654|CNA_STAAU	31.25	32	4.1	20
WP_002438726.1	tr|Q6T1I1|Q6T1I1_STAAU	31.25	16	4.1	16.5
WP_001831688.1	sp|Q2FUW1|SRAP_STAA8	30.909	55	4.1	19.2
WP_001829855.1	sp|Q2FJ78|SDRD_STAA3	30.556	36	4.1	19.6
WP_001830020.1	sp|Q5HCR7|CLFB_STAAC	30.435	23	4.1	20
WP_002456708.1	sp|Q53653|CLFA_STAAE	30.357	56	4.1	18.9
WP_001832548.1	sp|O86487|SDRC_STAAE	30	30	4.1	19.6
WP_002438383.1	sp|Q7A656|ISDB_STAAN	30	60	4.1	19.2
WP_002457110.1	sp|P80544|PLS_STAAU	30	40	4.1	20.8
WP_002457110.1	sp|P80544|PLS_STAAU	30	40	4.1	20.8
WP_002457110.1	sp|P80544|PLS_STAAU	30	40	4.1	20.8
WP_002457110.1	sp|P80544|PLS_STAAU	30	40	4.1	20.8
WP_002456563.1	sp|Q53654|CNA_STAAU	29.787	47	4.1	20
WP_002456554.1	sp|Q2FJ78|SDRD_STAA3	29.73	37	4.1	20.4
WP_001830179.1	sp|Q2FJ78|SDRD_STAA3	29.268	41	4.1	19.2
WP_001829326.1	sp|A6QF98|EMP_STAAE	29.032	31	4.1	20
WP_002486058.1	sp|Q2FJ77|SDRE_STAA3	28.947	38	4.1	20.4
WP_001830661.1	sp|Q2FUW1|SRAP_STAA8	28.889	45	4.1	19.6
WP_002437911.1	sp|Q8NW39|ISDH_STAAW	28.889	45	4.1	21.2
WP_001831825.1	sp|O33635|ATL_STAEP	28.571	28	4.1	18.9
WP_001831586.1	sp|P0C047|ESXB_STAAE	27.907	43	4.1	18.9
WP_002438966.1	sp|O86487|SDRC_STAAE	27.586	58	4.1	16.9
WP_002438342.1	sp|O86487|SDRC_STAAE	27.451	51	4.1	21.2
WP_002456487.1	sp|P80544|PLS_STAAU	27.273	66	4.1	20.8
WP_002485127.1	sp|P80544|PLS_STAAU	26.984	63	4.1	21.6
WP_001830165.1	sp|Q2FJ77|SDRE_STAA3	26.882	93	4.1	20
WP_002486289.1	sp|Q2FE03|FNBA_STAA3	26.786	112	4.1	20.8
WP_001829568.1	sp|Q53654|CNA_STAAU	26.531	49	4.1	20
WP_002485723.1	sp|Q2FE03|FNBA_STAA3	26.531	49	4.1	21.2
WP_001830137.1	sp|Q5HCR7|CLFB_STAAC	26.19	42	4.1	20
WP_001830823.1	tr|A0A390J584|A0A390J584_STAAU	26.19	42	4.1	19.6
WP_002456200.1	sp|Q5HCR7|CLFB_STAAC	26	50	4.1	19.6
WP_001832731.1	sp|O33635|ATL_STAEP	25.316	79	4.1	20.8
WP_001831098.1	sp|Q2FJ78|SDRD_STAA3	25	48	4.1	20.8
WP_002457073.1	sp|A6QF98|EMP_STAAE	25	32	4.1	19.2
WP_001830633.1	sp|Q5HCR7|CLFB_STAAC	24.658	73	4.1	20
WP_138936982.1	sp|O33635|ATL_STAEP	24.444	45	4.1	21.2
WP_138936986.1	sp|O33635|ATL_STAEP	24.444	45	4.1	21.2
WP_001831895.1	sp|Q2FUW1|SRAP_STAA8	24.39	41	4.1	18.5
WP_001833002.1	sp|Q7A656|ISDB_STAAN	24.242	33	4.1	18.5
WP_001829562.1	sp|Q2FJ77|SDRE_STAA3	23.944	71	4.1	21.6
WP_002456181.1	sp|Q53653|CLFA_STAAE	23.571	140	4.1	20.4
WP_001830032.1	sp|Q8NW39|ISDH_STAAW	23.077	39	4.1	18.9
WP_001831551.1	sp|Q2FJ78|SDRD_STAA3	22.388	67	4.1	20.8
WP_001829465.1	sp|Q2FJ78|SDRD_STAA3	21.875	32	4.1	17.7
WP_001830359.1	sp|Q2G2B2|SASG_STAA8	21.368	117	4.1	20
WP_002456958.1	tr|A0A390J584|A0A390J584_STAAU	20.755	53	4.1	20
WP_002456621.1	sp|Q2G2B2|SASG_STAA8	85.714	7	4.2	18.1
WP_001829752.1	sp|Q2FJ78|SDRD_STAA3	66.667	9	4.2	17.7
WP_002438297.1	sp|Q2FUW1|SRAP_STAA8	60	15	4.2	18.9
WP_001829891.1	sp|Q53653|CLFA_STAAE	58.333	12	4.2	18.1
WP_002486058.1	sp|Q7A656|ISDB_STAAN	58.333	12	4.2	20
WP_002469559.1	sp|Q2FJ77|SDRE_STAA3	57.143	14	4.2	18.9
WP_001829347.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	56.25	16	4.2	18.1
WP_001830437.1	sp|Q2FJ78|SDRD_STAA3	50	14	4.2	18.9
WP_049387483.1	sp|Q2FJ78|SDRD_STAA3	50	14	4.2	20.8
WP_001831307.1	sp|O33635|ATL_STAEP	47.826	23	4.2	19.6
WP_001831131.1	sp|Q2FHV1|ISDA_STAA3	47.619	21	4.2	20
WP_001830464.1	sp|Q2G2B2|SASG_STAA8	47.059	17	4.2	20
WP_001830464.1	sp|Q2G2B2|SASG_STAA8	47.059	17	4.2	20
WP_002455928.1	sp|Q2FUW1|SRAP_STAA8	47.059	17	4.2	20.4
WP_001831038.1	sp|Q2FHV1|ISDA_STAA3	46.667	15	4.2	20
WP_001832178.1	sp|P80544|PLS_STAAU	46.154	13	4.2	17.7
WP_002456036.1	sp|Q53653|CLFA_STAAE	45.455	33	4.2	21.2
WP_001831239.1	sp|Q53653|CLFA_STAAE	45	20	4.2	20
WP_001832031.1	sp|Q8NW39|ISDH_STAAW	44.444	18	4.2	18.1
WP_001830113.1	sp|O33635|ATL_STAEP	43.75	16	4.2	20.8
WP_021298770.1	sp|O33635|ATL_STAEP	42.857	21	4.2	20.8
